Alue,Vuosi,"Asuntoväestö, henkilöä","Asuntoväestö, lapsia",Pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pienituloisten lasten lukumäärä asuntoväestössä,Asuntoväestön pienituloisuusaste (raja 60 % mediaanista),Asuntoväestöön kuuluvien lasten pienituloisuusaste,Pitkittyneesti pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten lukumäärä asuntoväestössä,Pitkittyneesti pienituloisten henkilöiden osuus (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten osuus asuntoväestössä
SK114 Varkaus,2018,34392,5575,5264,816,15.3,14.6,3542,397,10.3,7.1
SK114 Varkaus,2019,33926,5422,5498,846,16.2,15.6,3675,432,10.8,8
SK114 Varkaus,2020,33620,5284,4931,709,14.7,13.4,3456,344,10.3,6.5
SK114 Varkaus,2021,33133,5132,5059,728,15.3,14.2,3472,336,10.5,6.5
SK114 Varkaus,2022,32757,4997,5092,692,15.5,13.8,3545,344,10.8,6.9
SK115 Sisä-Savo,1995,17715,,2241,,12.7,,,,,
SK115 Sisä-Savo,1996,17530,,2442,,13.9,,,,,
SK115 Sisä-Savo,1997,17294,,2526,,14.6,,,,,
SK115 Sisä-Savo,1998,17015,,2908,,17.1,,1429,,8.4,
SK115 Sisä-Savo,1999,16764,,3115,,18.6,,1637,,9.8,
SK115 Sisä-Savo,2000,16387,,3271,,20,,1772,,10.8,
SK115 Sisä-Savo,2001,16131,,3375,,20.9,,1950,,12.1,
SK115 Sisä-Savo,2002,15911,,3129,,19.7,,1992,,12.5,
SK115 Sisä-Savo,2003,15697,,3124,,19.9,,2014,,12.8,
SK115 Sisä-Savo,2004,15738,,3293,,20.9,,2081,,13.2,
SK115 Sisä-Savo,2005,15493,,3289,,21.2,,2127,,13.7,
SK115 Sisä-Savo,2006,15316,,3402,,22.2,,2220,,14.5,
SK115 Sisä-Savo,2007,15162,,3439,,22.7,,2254,,14.9,
SK115 Sisä-Savo,2008,14969,,3351,,22.4,,2266,,15.1,
SK115 Sisä-Savo,2009,14906,,3140,,21.1,,2161,,14.5,
SK115 Sisä-Savo,2010,14817,2562,2928,407,19.8,15.9,2077,,14,
SK115 Sisä-Savo,2011,14731,2489,3048,459,20.7,18.4,2114,,14.4,
SK115 Sisä-Savo,2012,14586,2425,2947,433,20.2,17.9,2008,,13.8,
SK115 Sisä-Savo,2013,14452,2370,2572,334,17.8,14.1,1870,168,12.9,7.1
SK115 Sisä-Savo,2014,14262,2322,2501,354,17.5,15.2,1843,191,12.9,8.2
SK115 Sisä-Savo,2015,14102,2286,2398,342,17,15,1737,176,12.3,7.7
SK115 Sisä-Savo,2016,13950,2280,2312,296,16.6,13,1639,148,11.7,6.5
SK115 Sisä-Savo,2017,13795,2221,2357,289,17.1,13,1600,144,11.6,6.5
SK115 Sisä-Savo,2018,13579,2158,2382,308,17.5,14.3,1535,105,11.3,4.9
SK115 Sisä-Savo,2019,13346,2054,2400,272,18,13.2,1591,108,11.9,5.3
SK115 Sisä-Savo,2020,13080,1942,2154,228,16.5,11.7,1535,108,11.7,5.6
SK115 Sisä-Savo,2021,12967,1901,2143,213,16.5,11.2,1524,112,11.8,5.9
SK115 Sisä-Savo,2022,12693,1813,2173,221,17.1,12.2,1505,95,11.9,5.2
SK122 Joensuu,1995,126254,,12492,,9.9,,,,,
SK122 Joensuu,1996,125758,,14424,,11.5,,,,,
SK122 Joensuu,1997,125504,,16633,,13.3,,,,,
SK122 Joensuu,1998,124737,,18850,,15.1,,8166,,6.5,
SK122 Joensuu,1999,124440,,20330,,16.3,,9778,,7.9,
SK122 Joensuu,2000,124075,,21926,,17.7,,11241,,9.1,
SK122 Joensuu,2001,123906,,22360,,18,,12542,,10.1,
SK122 Joensuu,2002,123651,,22314,,18,,13414,,10.8,
SK122 Joensuu,2003,123690,,23023,,18.6,,14164,,11.5,
SK122 Joensuu,2004,123773,,23665,,19.1,,14570,,11.8,
SK122 Joensuu,2005,124149,,23829,,19.2,,14681,,11.8,
SK122 Joensuu,2006,124067,,25187,,20.3,,15461,,12.5,
SK122 Joensuu,2007,123897,,26563,,21.4,,16304,,13.2,
SK122 Joensuu,2008,123827,,26248,,21.2,,16608,,13.4,
SK122 Joensuu,2009,124159,,25788,,20.8,,16994,,13.7,
SK122 Joensuu,2010,124446,24352,24893,4268,20,17.5,16599,,13.3,
SK122 Joensuu,2011,124741,24300,24858,4115,19.9,16.9,16421,,13.2,
SK122 Joensuu,2012,124980,24116,23719,3839,19,15.9,15878,,12.7,
SK122 Joensuu,2013,125123,23947,22667,3635,18.1,15.2,15099,1926,12.1,8
SK122 Joensuu,2014,125617,23875,22379,3583,17.8,15,14737,1865,11.7,7.8
SK122 Joensuu,2015,125850,23659,21864,3378,17.4,14.3,14102,1679,11.2,7.1
SK122 Joensuu,2016,125752,23465,22036,3438,17.5,14.7,13893,1660,11,7.1
SK122 Joensuu,2017,125362,23036,22258,3315,17.8,14.4,13580,1515,10.8,6.6
SK122 Joensuu,2018,125097,22645,22782,3428,18.2,15.1,13868,1545,11.1,6.8
SK122 Joensuu,2019,124815,22271,23314,3422,18.7,15.4,14343,1654,11.5,7.4
SK122 Joensuu,2020,124482,22008,22044,3137,17.7,14.3,14148,1531,11.4,7
SK122 Joensuu,2021,124649,21714,22423,3042,18,14,14056,1481,11.3,6.8
SK122 Joensuu,2022,124427,21495,22675,3025,18.2,14.1,14006,1423,11.3,6.6
SK124 Keski-Karjala,1995,23578,,2546,,10.8,,,,,
SK124 Keski-Karjala,1996,23076,,2962,,12.8,,,,,
SK124 Keski-Karjala,1997,22799,,3332,,14.6,,,,,
SK124 Keski-Karjala,1998,22468,,3539,,15.8,,1794,,8,
SK124 Keski-Karjala,1999,22188,,3933,,17.7,,2153,,9.7,
SK124 Keski-Karjala,2000,21917,,4251,,19.4,,2355,,10.7,
SK124 Keski-Karjala,2001,21559,,4216,,19.6,,2603,,12.1,
SK124 Keski-Karjala,2002,21253,,4265,,20.1,,2783,,13.1,
SK124 Keski-Karjala,2003,20890,,4286,,20.5,,2809,,13.4,
SK124 Keski-Karjala,2004,20583,,4454,,21.6,,2954,,14.4,
SK124 Keski-Karjala,2005,20304,,4419,,21.8,,2937,,14.5,
SK124 Keski-Karjala,2006,19997,,4638,,23.2,,3132,,15.7,
SK124 Keski-Karjala,2007,19738,,4635,,23.5,,3181,,16.1,
SK124 Keski-Karjala,2008,19390,,4442,,22.9,,3158,,16.3,
SK124 Keski-Karjala,2009,19149,,4499,,23.5,,3149,,16.4,
SK124 Keski-Karjala,2010,18823,3209,4143,691,22,21.5,3014,,16,
SK124 Keski-Karjala,2011,18578,3108,4346,719,23.4,23.1,3132,,16.9,
SK124 Keski-Karjala,2012,18264,3014,4027,639,22,21.2,2969,,16.3,
SK124 Keski-Karjala,2013,18070,2936,3681,596,20.4,20.3,2731,339,15.1,11.5
SK124 Keski-Karjala,2014,17758,2832,3520,553,19.8,19.5,2600,324,14.6,11.4
SK124 Keski-Karjala,2015,17453,2705,3335,506,19.1,18.7,2440,284,14,10.5
SK124 Keski-Karjala,2016,17185,2641,3140,427,18.3,16.2,2294,231,13.3,8.7
SK124 Keski-Karjala,2017,16834,2526,3225,453,19.2,17.9,2255,238,13.4,9.4
SK124 Keski-Karjala,2018,16557,2415,3210,439,19.4,18.2,2222,219,13.4,9.1
SK124 Keski-Karjala,2019,16141,2317,3074,360,19,15.5,2107,178,13.1,7.7
SK124 Keski-Karjala,2020,15836,2218,2858,338,18,15.2,2076,188,13.1,8.5
SK124 Keski-Karjala,2021,15665,2186,3020,378,19.3,17.3,2071,179,13.2,8.2
SK124 Keski-Karjala,2022,15387,2117,2960,340,19.2,16.1,1985,152,12.9,7.2
SK125 Pielisen Karjala,1995,30432,,3174,,10.4,,,,,
SK125 Pielisen Karjala,1996,29719,,3649,,12.3,,,,,
SK125 Pielisen Karjala,1997,29120,,4101,,14.1,,,,,
SK125 Pielisen Karjala,1998,28581,,4609,,16.1,,2237,,7.8,
SK125 Pielisen Karjala,1999,28041,,4845,,17.3,,2606,,9.3,
SK125 Pielisen Karjala,2000,27526,,5293,,19.2,,2909,,10.6,
SK125 Pielisen Karjala,2001,27064,,5460,,20.2,,3213,,11.9,
SK125 Pielisen Karjala,2002,26484,,5433,,20.5,,3572,,13.5,
SK125 Pielisen Karjala,2003,26006,,5403,,20.8,,3711,,14.3,
SK125 Pielisen Karjala,2004,25524,,5557,,21.8,,3811,,14.9,
SK125 Pielisen Karjala,2005,25075,,5644,,22.5,,3861,,15.4,
SK125 Pielisen Karjala,2006,24602,,5907,,24,,4054,,16.5,
SK125 Pielisen Karjala,2007,24076,,5956,,24.7,,4076,,16.9,
SK125 Pielisen Karjala,2008,23656,,5788,,24.5,,4150,,17.5,
SK125 Pielisen Karjala,2009,23440,,5352,,22.8,,4037,,17.2,
SK125 Pielisen Karjala,2010,23313,3559,5188,732,22.3,20.6,3879,,16.6,
SK125 Pielisen Karjala,2011,22850,3499,5333,775,23.3,22.1,3800,,16.6,
SK125 Pielisen Karjala,2012,22624,3441,4971,764,22,22.2,3664,,16.2,
SK125 Pielisen Karjala,2013,22349,3335,4648,741,20.8,22.2,3510,400,15.7,12
SK125 Pielisen Karjala,2014,22033,3285,4455,754,20.2,23,3352,406,15.2,12.4
SK125 Pielisen Karjala,2015,21547,3159,4078,623,18.9,19.7,3036,325,14.1,10.3
SK125 Pielisen Karjala,2016,21153,3052,3959,591,18.7,19.4,2893,312,13.7,10.2
SK125 Pielisen Karjala,2017,20730,2931,3962,526,19.1,17.9,2772,276,13.4,9.4
SK125 Pielisen Karjala,2018,20323,2845,3926,541,19.3,19,2712,266,13.3,9.3
SK125 Pielisen Karjala,2019,19882,2699,3880,483,19.5,17.9,2711,248,13.6,9.2
SK125 Pielisen Karjala,2020,19610,2622,3634,451,18.5,17.2,2649,216,13.5,8.2
SK125 Pielisen Karjala,2021,19342,2556,3868,498,20,19.5,2670,232,13.8,9.1
SK125 Pielisen Karjala,2022,19003,2494,3911,459,20.6,18.4,2690,225,14.2,9
SK131 Jyväskylä,1995,146678,,12636,,8.6,,,,,
SK131 Jyväskylä,1996,148087,,14085,,9.5,,,,,
SK131 Jyväskylä,1997,149579,,16025,,10.7,,,,,
SK131 Jyväskylä,1998,150833,,18202,,12.1,,7411,,4.9,
SK131 Jyväskylä,1999,152243,,19854,,13,,8541,,5.6,
SK131 Jyväskylä,2000,153846,,21223,,13.8,,9610,,6.2,
SK131 Jyväskylä,2001,156085,,21935,,14.1,,10744,,6.9,
SK131 Jyväskylä,2002,157441,,22547,,14.3,,11822,,7.5,
SK131 Jyväskylä,2003,159219,,23514,,14.8,,12530,,7.9,
SK131 Jyväskylä,2004,161073,,25939,,16.1,,13542,,8.4,
SK131 Jyväskylä,2005,162500,,26590,,16.4,,14502,,8.9,
SK131 Jyväskylä,2006,163987,,27510,,16.8,,15549,,9.5,
SK131 Jyväskylä,2007,165706,,28558,,17.2,,16193,,9.8,
SK131 Jyväskylä,2008,167529,,28759,,17.2,,16809,,10,
SK131 Jyväskylä,2009,169420,,29278,,17.3,,17261,,10.2,
SK131 Jyväskylä,2010,170802,36221,28339,4849,16.6,13.4,17033,,10,
SK131 Jyväskylä,2011,172216,36391,28673,4879,16.6,13.4,17088,,9.9,
SK131 Jyväskylä,2012,174118,36647,27878,4623,16,12.6,16661,,9.6,
SK131 Jyväskylä,2013,175350,36721,27796,4574,15.9,12.5,16516,2154,9.4,5.9
SK131 Jyväskylä,2014,176585,36896,27841,4702,15.8,12.7,16458,2167,9.3,5.9
SK131 Jyväskylä,2015,178228,37067,27807,4568,15.6,12.3,16269,2111,9.1,5.7
SK131 Jyväskylä,2016,179692,37125,27715,4381,15.4,11.8,16202,2088,9,5.6
SK131 Jyväskylä,2017,180890,37210,28190,4488,15.6,12.1,16140,2067,8.9,5.6
SK131 Jyväskylä,2018,181859,37170,28988,4746,15.9,12.8,16413,2068,9,5.6
SK131 Jyväskylä,2019,182709,36886,29910,4743,16.4,12.9,17030,2133,9.3,5.8
SK131 Jyväskylä,2020,183902,36809,29173,4509,15.9,12.2,17093,2045,9.3,5.6
SK131 Jyväskylä,2021,184848,36563,30138,4525,16.3,12.4,17852,2044,9.7,5.6
SK131 Jyväskylä,2022,186075,36241,30776,4417,16.5,12.2,18347,2081,9.9,5.7
SK132 Joutsa,1995,6814,,947,,13.9,,,,,
SK132 Joutsa,1996,6731,,1179,,17.5,,,,,
SK132 Joutsa,1997,6650,,1191,,17.9,,,,,
SK132 Joutsa,1998,6540,,1269,,19.4,,728,,11.1,
SK132 Joutsa,1999,6430,,1135,,17.7,,740,,11.5,
SK132 Joutsa,2000,6293,,1313,,20.9,,802,,12.7,
SK132 Joutsa,2001,6190,,1353,,21.9,,799,,12.9,
SK132 Joutsa,2002,6136,,1234,,20.1,,818,,13.3,
SK132 Joutsa,2003,6066,,1192,,19.7,,834,,13.7,
SK132 Joutsa,2004,5969,,1307,,21.9,,842,,14.1,
SK132 Joutsa,2005,5967,,1271,,21.3,,832,,13.9,
SK132 Joutsa,2006,5921,,1308,,22.1,,860,,14.5,
SK132 Joutsa,2007,5926,,1382,,23.3,,922,,15.6,
SK132 Joutsa,2008,5855,,1291,,22,,916,,15.6,
SK132 Joutsa,2009,5807,,1224,,21.1,,866,,14.9,
SK132 Joutsa,2010,5763,898,1190,142,20.6,15.8,837,,14.5,
SK132 Joutsa,2011,5615,843,1183,148,21.1,17.6,834,,14.9,
SK132 Joutsa,2012,5538,794,1036,96,18.7,12.1,766,,13.8,
SK132 Joutsa,2013,5485,796,1020,108,18.6,13.6,772,64,14.1,8
SK132 Joutsa,2014,5405,770,980,111,18.1,14.4,689,41,12.7,5.3
SK132 Joutsa,2015,5311,743,1030,143,19.4,19.2,688,51,13,6.9
SK132 Joutsa,2016,5276,742,998,131,18.9,17.7,728,72,13.8,9.7
SK132 Joutsa,2017,5150,715,967,121,18.8,16.9,713,78,13.8,10.9
SK132 Joutsa,2018,5007,663,959,115,19.2,17.3,698,70,13.9,10.6
SK132 Joutsa,2019,4892,645,940,105,19.2,16.3,672,62,13.7,9.6
SK132 Joutsa,2020,4824,626,867,78,18,12.5,624,45,12.9,7.2
SK132 Joutsa,2021,4808,614,898,81,18.7,13.2,633,31,13.2,5
SK132 Joutsa,2022,4722,587,860,62,18.2,10.6,610,34,12.9,5.8
SK133 Keuruu,1995,14432,,1411,,9.8,,,,,
SK133 Keuruu,1996,14357,,1612,,11.2,,,,,
SK133 Keuruu,1997,14313,,1711,,12,,,,,
SK133 Keuruu,1998,14114,,1831,,13,,934,,6.6,
SK133 Keuruu,1999,13929,,1907,,13.7,,1034,,7.4,
SK133 Keuruu,2000,13778,,2048,,14.9,,1085,,7.9,
SK133 Keuruu,2001,13591,,2145,,15.8,,1217,,9,
SK133 Keuruu,2002,13351,,2007,,15,,1290,,9.7,
SK133 Keuruu,2003,13174,,2089,,15.9,,1291,,9.8,
SK133 Keuruu,2004,13010,,2082,,16,,1295,,10,
SK133 Keuruu,2005,12936,,2164,,16.7,,1356,,10.5,
SK133 Keuruu,2006,12720,,2285,,18,,1429,,11.2,
SK133 Keuruu,2007,12603,,2244,,17.8,,1458,,11.6,
SK133 Keuruu,2008,12539,,2287,,18.2,,1539,,12.3,
SK133 Keuruu,2009,12363,,2257,,18.3,,1538,,12.4,
SK133 Keuruu,2010,12233,2220,2122,361,17.3,16.3,1472,,12,
SK133 Keuruu,2011,12096,2187,2135,383,17.7,17.5,1436,,11.9,
SK133 Keuruu,2012,11985,2149,2018,352,16.8,16.4,1371,,11.4,
SK133 Keuruu,2013,11730,2082,1853,320,15.8,15.4,1270,170,10.8,8.2
SK133 Keuruu,2014,11574,2027,1824,313,15.8,15.4,1263,167,10.9,8.2
SK133 Keuruu,2015,11467,2013,1661,282,14.5,14,1147,132,10,6.6
SK133 Keuruu,2016,11302,1949,1685,302,14.9,15.5,1128,144,10,7.4
SK133 Keuruu,2017,11227,1942,1721,291,15.3,15,1115,141,9.9,7.3
SK133 Keuruu,2018,11016,1893,1792,290,16.3,15.3,1054,91,9.6,4.8
SK133 Keuruu,2019,10837,1822,1787,290,16.5,15.9,1123,120,10.4,6.6
SK133 Keuruu,2020,10716,1784,1638,239,15.3,13.4,1150,121,10.7,6.8
SK133 Keuruu,2021,10636,1712,1702,220,16,12.9,1187,118,11.2,6.9
SK133 Keuruu,2022,10442,1642,1723,222,16.5,13.5,1180,110,11.3,6.7
SK134 Jämsä,1995,24972,,2024,,8.1,,,,,
SK134 Jämsä,1996,24879,,2395,,9.6,,,,,
SK134 Jämsä,1997,24725,,2579,,10.4,,,,,
SK134 Jämsä,1998,24526,,2763,,11.3,,1304,,5.3,
SK134 Jämsä,1999,24335,,2958,,12.2,,1597,,6.6,
SK134 Jämsä,2000,24135,,3162,,13.1,,1676,,6.9,
SK134 Jämsä,2001,23990,,3126,,13,,1830,,7.6,
SK134 Jämsä,2002,23897,,3101,,13,,1978,,8.3,
SK134 Jämsä,2003,23741,,3206,,13.5,,2032,,8.6,
SK134 Jämsä,2004,23604,,3375,,14.3,,2044,,8.7,
SK134 Jämsä,2005,23443,,3408,,14.5,,2078,,8.9,
SK134 Jämsä,2006,23301,,3618,,15.5,,2290,,9.8,
SK134 Jämsä,2007,23055,,3600,,15.6,,2308,,10,
SK134 Jämsä,2008,22840,,3511,,15.4,,2379,,10.4,
SK134 Jämsä,2009,22590,,3511,,15.5,,2356,,10.4,
SK134 Jämsä,2010,22360,4270,3475,603,15.5,14.1,2323,,10.4,
SK134 Jämsä,2011,22152,4217,3391,555,15.3,13.2,2235,,10.1,
SK134 Jämsä,2012,21985,4099,3161,497,14.4,12.1,2138,,9.7,
SK134 Jämsä,2013,21755,3995,3066,522,14.1,13.1,2085,241,9.6,6
SK134 Jämsä,2014,21469,3854,3002,514,14,13.3,2002,228,9.3,5.9
SK134 Jämsä,2015,21176,3753,2892,495,13.7,13.2,1934,231,9.1,6.2
SK134 Jämsä,2016,20873,3647,2817,444,13.5,12.2,1911,250,9.2,6.9
SK134 Jämsä,2017,20510,3497,2725,399,13.3,11.4,1789,204,8.7,5.8
SK134 Jämsä,2018,20227,3397,2738,372,13.5,11,1799,181,8.9,5.3
SK134 Jämsä,2019,19774,3207,2805,399,14.2,12.4,1816,162,9.2,5.1
SK134 Jämsä,2020,19499,3072,2645,359,13.6,11.7,1800,151,9.2,4.9
SK134 Jämsä,2021,19363,2974,2733,359,14.1,12.1,1840,145,9.5,4.9
SK134 Jämsä,2022,18954,2838,2723,370,14.4,13,1821,150,9.6,5.3
SK135 Äänekoski,1995,24253,,2038,,8.4,,,,,
SK135 Äänekoski,1996,24104,,2238,,9.3,,,,,
SK135 Äänekoski,1997,24011,,2434,,10.1,,,,,
SK135 Äänekoski,1998,23921,,2791,,11.7,,1258,,5.3,
SK135 Äänekoski,1999,23829,,3083,,12.9,,1485,,6.2,
SK135 Äänekoski,2000,23609,,3162,,13.4,,1686,,7.1,
SK135 Äänekoski,2001,23428,,3181,,13.6,,1792,,7.6,
SK135 Äänekoski,2002,23271,,3141,,13.5,,1908,,8.2,
SK135 Äänekoski,2003,23281,,3294,,14.1,,1954,,8.4,
SK135 Äänekoski,2004,23158,,3474,,15,,2089,,9,
SK135 Äänekoski,2005,23069,,3540,,15.3,,2167,,9.4,
SK135 Äänekoski,2006,23019,,3621,,15.7,,2292,,10,
SK135 Äänekoski,2007,23075,,3964,,17.2,,2443,,10.6,
SK135 Äänekoski,2008,22957,,3889,,16.9,,2589,,11.3,
SK135 Äänekoski,2009,22864,,3738,,16.3,,2487,,10.9,
SK135 Äänekoski,2010,22847,4760,3639,692,15.9,14.5,2517,,11,
SK135 Äänekoski,2011,22878,4764,3836,712,16.8,14.9,2499,,10.9,
SK135 Äänekoski,2012,22789,4712,3574,663,15.7,14.1,2393,,10.5,
SK135 Äänekoski,2013,22547,4642,3493,707,15.5,15.2,2385,363,10.6,7.8
SK135 Äänekoski,2014,22357,4568,3495,747,15.6,16.4,2316,361,10.4,7.9
SK135 Äänekoski,2015,21999,4431,3275,663,14.9,15,2216,333,10.1,7.5
SK135 Äänekoski,2016,21674,4362,3043,641,14,14.7,2111,350,9.7,8
SK135 Äänekoski,2017,21479,4276,3208,647,14.9,15.1,2107,369,9.8,8.6
SK135 Äänekoski,2018,21169,4110,3283,661,15.5,16.1,2078,342,9.8,8.3
SK135 Äänekoski,2019,20994,4046,3452,722,16.4,17.8,2172,339,10.3,8.4
SK135 Äänekoski,2020,20784,3901,3118,616,15,15.8,2176,341,10.5,8.7
SK135 Äänekoski,2021,20537,3772,3221,592,15.7,15.7,2162,297,10.5,7.9
SK135 Äänekoski,2022,20295,3698,3244,630,16,17,2211,323,10.9,8.7
SK138 Saarijärvi-Viitasaari,1995,38802,,4470,,11.5,,,,,
SK138 Saarijärvi-Viitasaari,1996,38514,,4923,,12.8,,,,,
SK138 Saarijärvi-Viitasaari,1997,38131,,5344,,14,,,,,
SK138 Saarijärvi-Viitasaari,1998,37533,,5720,,15.2,,2824,,7.5,
SK138 Saarijärvi-Viitasaari,1999,37235,,6109,,16.4,,3138,,8.4,
SK138 Saarijärvi-Viitasaari,2000,36617,,6375,,17.4,,3535,,9.7,
SK138 Saarijärvi-Viitasaari,2001,35985,,6471,,18,,3832,,10.6,
SK138 Saarijärvi-Viitasaari,2002,35484,,6349,,17.9,,3999,,11.3,
SK138 Saarijärvi-Viitasaari,2003,35060,,6454,,18.4,,4078,,11.6,
SK138 Saarijärvi-Viitasaari,2004,34587,,6664,,19.3,,4194,,12.1,
SK138 Saarijärvi-Viitasaari,2005,34244,,6622,,19.3,,4138,,12.1,
SK138 Saarijärvi-Viitasaari,2006,33905,,6875,,20.3,,4353,,12.8,
SK138 Saarijärvi-Viitasaari,2007,33499,,7031,,21,,4454,,13.3,
SK138 Saarijärvi-Viitasaari,2008,33116,,6985,,21.1,,4664,,14.1,
SK138 Saarijärvi-Viitasaari,2009,32690,,6840,,20.9,,4661,,14.3,
SK138 Saarijärvi-Viitasaari,2010,32481,6163,6334,1192,19.5,19.3,4423,,13.6,
SK138 Saarijärvi-Viitasaari,2011,31948,5967,6204,1081,19.4,18.1,4315,,13.5,
SK138 Saarijärvi-Viitasaari,2012,31458,5761,5924,1054,18.8,18.3,4144,,13.2,
SK138 Saarijärvi-Viitasaari,2013,31055,5621,5625,1051,18.1,18.7,3928,556,12.6,9.9
SK138 Saarijärvi-Viitasaari,2014,30619,5497,5314,955,17.4,17.4,3747,518,12.2,9.4
SK138 Saarijärvi-Viitasaari,2015,30197,5350,5207,970,17.2,18.1,3599,496,11.9,9.3
SK138 Saarijärvi-Viitasaari,2016,29717,5249,5044,913,17,17.4,3443,481,11.6,9.2
SK138 Saarijärvi-Viitasaari,2017,29091,5053,5195,903,17.9,17.9,3435,468,11.8,9.3
SK138 Saarijärvi-Viitasaari,2018,28464,4880,5243,914,18.4,18.7,3472,501,12.2,10.3
SK138 Saarijärvi-Viitasaari,2019,28092,4786,5263,921,18.7,19.2,3535,484,12.6,10.1
SK138 Saarijärvi-Viitasaari,2020,27683,4658,4792,796,17.3,17.1,3424,437,12.4,9.4
SK138 Saarijärvi-Viitasaari,2021,27347,4499,4863,773,17.8,17.2,3447,434,12.6,9.6
SK138 Saarijärvi-Viitasaari,2022,26832,4310,4813,703,17.9,16.3,3354,399,12.5,9.3
SK141 Suupohja,1995,26994,,3011,,11.2,,,,,
SK141 Suupohja,1996,26657,,3454,,13,,,,,
SK141 Suupohja,1997,26421,,3703,,14,,,,,
SK141 Suupohja,1998,26096,,3887,,14.9,,1944,,7.4,
SK141 Suupohja,1999,25826,,4161,,16.1,,2283,,8.8,
SK141 Suupohja,2000,25455,,4456,,17.5,,2468,,9.7,
SK141 Suupohja,2001,25171,,4462,,17.7,,2600,,10.3,
SK141 Suupohja,2002,24994,,4304,,17.2,,2803,,11.2,
SK141 Suupohja,2003,24806,,4254,,17.1,,2817,,11.4,
SK141 Suupohja,2004,24716,,4363,,17.7,,2798,,11.3,
SK141 Suupohja,2005,24504,,4459,,18.2,,2862,,11.7,
SK141 Suupohja,2006,24340,,4648,,19.1,,2932,,12,
SK141 Suupohja,2007,24252,,4805,,19.8,,3069,,12.7,
SK141 Suupohja,2008,24050,,4606,,19.2,,3198,,13.3,
SK141 Suupohja,2009,23840,,4410,,18.5,,3078,,12.9,
SK141 Suupohja,2010,23706,4650,4395,814,18.5,17.5,2999,,12.7,
SK141 Suupohja,2011,23466,4577,4504,811,19.2,17.7,2979,,12.7,
SK141 Suupohja,2012,23297,4475,4049,682,17.4,15.2,2839,,12.2,
SK141 Suupohja,2013,23025,4398,3954,703,17.2,16,2751,365,11.9,8.3
SK141 Suupohja,2014,22702,4292,3761,637,16.6,14.8,2549,282,11.2,6.6
SK141 Suupohja,2015,22377,4190,3700,653,16.5,15.6,2474,303,11.1,7.2
SK141 Suupohja,2016,22121,4110,3541,593,16,14.4,2449,300,11.1,7.3
SK141 Suupohja,2017,21822,4064,3524,587,16.1,14.4,2431,313,11.1,7.7
SK141 Suupohja,2018,21372,3933,3615,608,16.9,15.5,2333,277,10.9,7
SK141 Suupohja,2019,21057,3847,3673,654,17.4,17,2399,316,11.4,8.2
SK141 Suupohja,2020,20753,3686,3221,508,15.5,13.8,2365,284,11.4,7.7
SK141 Suupohja,2021,20550,3608,3358,540,16.3,15,2347,261,11.4,7.2
SK141 Suupohja,2022,20286,3456,3370,498,16.6,14.4,2302,243,11.3,7
SK142 Seinäjoki,1995,125652,,10185,,8.1,,,,,
SK142 Seinäjoki,1996,125013,,11527,,9.2,,,,,
SK142 Seinäjoki,1997,124512,,12560,,10.1,,,,,
SK142 Seinäjoki,1998,124208,,14091,,11.3,,6240,,5,
SK142 Seinäjoki,1999,124101,,15132,,12.2,,7301,,5.9,
SK142 Seinäjoki,2000,123666,,15772,,12.8,,8124,,6.6,
SK142 Seinäjoki,2001,123454,,15831,,12.8,,8986,,7.3,
SK142 Seinäjoki,2002,123680,,15402,,12.5,,9306,,7.5,
SK142 Seinäjoki,2003,124095,,16326,,13.2,,9821,,7.9,
SK142 Seinäjoki,2004,124561,,16805,,13.5,,9950,,8,
SK142 Seinäjoki,2005,124921,,17043,,13.6,,10149,,8.1,
SK142 Seinäjoki,2006,125289,,17593,,14,,10685,,8.5,
SK142 Seinäjoki,2007,125932,,18351,,14.6,,10979,,8.7,
SK142 Seinäjoki,2008,126319,,18062,,14.3,,11309,,9,
SK142 Seinäjoki,2009,126829,,17522,,13.8,,11080,,8.7,
SK142 Seinäjoki,2010,127544,27620,16746,2867,13.1,10.4,10807,,8.5,
SK142 Seinäjoki,2011,128105,27642,17020,2931,13.3,10.6,10784,,8.4,
SK142 Seinäjoki,2012,129004,27835,16314,2902,12.6,10.4,10463,,8.1,
SK142 Seinäjoki,2013,129575,27825,15855,2857,12.2,10.3,9972,1255,7.7,4.5
SK142 Seinäjoki,2014,129836,27785,15616,2819,12,10.1,9661,1238,7.4,4.5
SK142 Seinäjoki,2015,129751,27754,15386,2818,11.9,10.2,9387,1191,7.2,4.3
SK142 Seinäjoki,2016,129773,27696,15527,2906,12,10.5,9203,1220,7.1,4.4
SK142 Seinäjoki,2017,129647,27511,15951,2959,12.3,10.8,9366,1275,7.2,4.6
SK142 Seinäjoki,2018,129493,27197,16412,3002,12.7,11,9480,1314,7.3,4.8
SK142 Seinäjoki,2019,129284,26858,16729,3028,12.9,11.3,9955,1292,7.7,4.8
SK142 Seinäjoki,2020,129216,26587,15399,2696,11.9,10.1,9760,1254,7.6,4.7
SK142 Seinäjoki,2021,129408,26293,15881,2647,12.3,10.1,10063,1257,7.8,4.8
